"genero","especie","nombre_comun","categoria"
"Pyrrhura","egregia","Fiery-shouldered-Parakeet","LC"
"Pyrrhura","melanura","Maroon-tailed-Parakeet","LC"
"Forpus","passerinus","Green-rumped-Parrotlet","LC"
"Brotogeris","tirica","Plain-Parakeet","LC"
"Nannopsittaca","panychlora","Tepui-Parrotlet","LC"
"Touit","purpuratus","Sapphire-rumped-Parrotlet","LC"
"Pionites","melanocephalus","Black-headed-Parrot","LC"
"Pyrilia","caica","Caica-Parrot","NT"
"Pyrilia","vulturina","Vulturine-Parrot","VU"
"Graydidascalus","brachyurus","Short-tailed-Parrot","LC"
"Pionus","fuscus","Dusky-Parrot","LC"
"Amazona","festiva","Festive-Amazon","VU"
"Deroptyus","accipitrinus","Red-fan-Parrot","LC"
"Coccyzus","minor","Mangrove-Cuckoo","LC"
"Neomorphus","pucheranii","Red-billed-Ground-cuckoo","LC"
"Neomorphus","rufipennis","Rufous-winged-Ground-cuckoo","LC"
"Nyctibius","leucopterus","White-winged-Potoo","LC"
"Caprimulgus","cayennensis","White-tailed-Nightjar","LC"
"Streptoprocne","phelpsi","Tepui-Swift","LC"
"Streptoprocne","biscutata","Biscutate-Swift","LC"
"Chaetura","spinicaudus","Band-rumped-Swift","LC"
"Doryfera","johannae","Blue-fronted-Lancebill","LC"
"Phaethornis","bourcieri","Straight-billed-Hermit","LC"
"Anopetia","gounellei","Broad-tipped-Hermit","LC"
"Phaethornis","griseogularis","Grey-chinned-Hermit","LC"
"Phaethornis","idaliae","Minute-Hermit","LC"
"Phaethornis","superciliosus","Long-tailed-Hermit","LC"
"Campylopterus","hyperythrus","Rufous-breasted-Sabrewing","LC"
"Anthracothorax","viridigula","Green-throated-Mango","LC"
"Lophornis","magnificus","Frilled-Coquette","LC"
"Lophornis","ornatus","Tufted-Coquette","LC"
"Lophornis","pavoninus","Peacock-Coquette","LC"
"Discosura","longicaudus","Racket-tailed-Coquette","LC"
"Chlorestes","notata","Blue-chinned-Sapphire","LC"
"Polytmus","theresiae","Green-tailed-Goldenthroat","LC"
"Leucippus","chlorocercus","Olive-spotted-Hummingbird","LC"
"Amazilia","brevirostris","White-chested-Emerald","LC"
"Amazilia","leucogaster","Plain-bellied-Emerald","LC"
"Amazilia","viridigaster","Green-bellied-Hummingbird","LC"
"Aphantochroa","cirrochloris","Sombre-Hummingbird","LC"
"Clytolaema","rubricauda","Brazilian-Ruby","LC"
"Heliodoxa","schreibersii","Black-throated-Brilliant","LC"
"Heliodoxa","xanthogonys","Velvet-browed-Brilliant","LC"
"Topaza","pella","Crimson-Topaz","LC"
"Topaza","pyra","Fiery-Topaz","LC"
"Heliomaster","squamosus","Stripe-breasted-Starthroat","LC"
"Galbalcyrhynchus","leucotis","White-eared-Jacamar","LC"
"Galbula","galbula","Green-tailed-Jacamar","LC"
"Galbula","tombacea","White-chinned-Jacamar","LC"
"Malacoptila","fusca","White-chested-Puffbird","LC"
"Malacoptila","striata","Crescent-chested-Puffbird","LC"
"Monasa","atra","Black-Nunbird","LC"
"Capito","aurovirens","Scarlet-crowned-Barbet","LC"
"Capito","brunneipectus","Brown-chested-Barbet","LC"
"Pteroglossus","aracari","Black-necked-Aracari","LC"
"Pteroglossus","pluricinctus","Many-banded-Aracari","LC"
"Pteroglossus","viridis","Green-Aracari","LC"
"Selenidera","piperivora","Guianan-Toucanet","LC"
"Selenidera","nattereri","Tawny-tufted-Toucanet","LC"
"Picumnus","exilis","Golden-spangled-Piculet","LC"
"Picumnus","lafresnayi","Lafresnayes-Piculet","LC"
"Picumnus","pumilus","Orinoco-Piculet","LC"
"Picumnus","pygmaeus","Spotted-Piculet","LC"
"Picumnus","spilogaster","White-bellied-Piculet","VU"
"Picumnus","varzeae","Varzea-Piculet","EN"
"Veniliornis","cassini","Golden-collared-Woodpecker","LC"
"Veniliornis","kirkii","Red-rumped-Woodpecker","LC"
"Veniliornis","maculifrons","Yellow-eared-Woodpecker","LC"
"Celeus","undatus","Waved-Woodpecker","LC"
"Certhiasomus","stictolaemus","Spot-throated-Woodcreeper","LC"
"Hylexetastes","brigidai","Mato-Grosso-Woodcreeper","VU"
"Dendrocolaptes","hoffmannsi","Hoffmannss-Woodcreeper","VU"
"Dendroplex","kienerii","Zimmers-Woodcreeper","NT"
"Xiphorhynchus","pardalotus","Chestnut-rumped-Woodcreeper","LC"
"Lepidocolaptes","souleyetii","Streak-headed-Woodcreeper","LC"
"Campylorhamphus","procurvoides","Curve-billed-Scythebill","LC"
"Cinclodes","pabsti","Long-tailed-Cinclodes","NT"
"Furnarius","figulus","Wing-banded-Hornero","LC"
"Furnarius","minor","Lesser-Hornero","LC"
"Furnarius","torridus","Pale-billed-Hornero","LC"
"Leptasthenura","striolata","Striolated-Tit-spinetail","LC"
"Asthenes","moreirae","Itatiaia-Thistletail","LC"
"Synallaxis","macconnelli","MacConnells-Spinetail","LC"
"Certhiaxis","mustelinus","Red-and-white-Spinetail","LC"
"Cranioleuca","demissa","Tepui-Spinetail","LC"
"Cranioleuca","muelleri","Scaled-Spinetail","EN"
"Cranioleuca","pallida","Pallid-Spinetail","LC"
"Cranioleuca","semicinerea","Grey-headed-Spinetail","LC"
"Phacellodomus","erythrophthalmus","Orange-eyed-Thornbird","LC"
"Phacellodomus","ferrugineigula","Orange-breasted-Thornbird","LC"
"Roraimia","adusta","Roraiman-Barbtail","LC"
"Anabazenops","fuscus","White-collared-Foliage-gleaner","LC"
"Syndactyla","roraimae","White-throated-Foliage-gleaner","LC"
"Cichlocolaptes","leucophrus","Pale-browed-Treehunter","LC"
"Frederickena","viridis","Black-throated-Antshrike","LC"
"Sakesphorus","canadensis","Black-crested-Antshrike","LC"
"Sakesphorus","cristatus","Silvery-cheeked-Antshrike","LC"
"Sakesphorus","luctuosus","Glossy-Antshrike","LC"
"Sakesphorus","melanothorax","Band-tailed-Antshrike","LC"
"Thamnophilus","cryptoleucus","Castelnaus-Antshrike","NT"
"Thamnophilus","insignis","Streak-backed-Antshrike","LC"
"Thamnophilus","nigrocinereus","Blackish-grey-Antshrike","NT"
"Thamnophilus","punctatus","Northern-Slaty-antshrike","LC"
"Megastictus","margaritatus","Pearly-Antshrike","LC"
"Neoctantes","niger","Black-Bushbird","LC"
"Dysithamnus","xanthopterus","Rufous-backed-Antvireo","LC"
"Myrmotherula","ambigua","Yellow-throated-Antwren","LC"
"Myrmotherula","behni","Plain-winged-Antwren","LC"
"Myrmotherula","cherriei","Cherries-Antwren","LC"
"Epinecrophylla","erythrura","Rufous-tailed-Antwren","LC"
"Myrmotherula","gularis","Star-throated-Antwren","LC"
"Myrmotherula","guttata","Rufous-bellied-Antwren","LC"
"Myrmotherula","gutturalis","Brown-bellied-Antwren","NT"
"Myrmotherula","sunensis","Rio-Suno-Antwren","LC"
"Myrmotherula","surinamensis","Guianan-Streaked-Antwren","VU"
"Herpsilochmus","dorsimaculatus","Spot-backed-Antwren","LC"
"Herpsilochmus","roraimae","Roraiman-Antwren","LC"
"Herpsilochmus","stictocephalus","Todds-Antwren","LC"
"Herpsilochmus","sticturus","Spot-tailed-Antwren","LC"
"Drymophila","ferruginea","Ferruginous-Antbird","LC"
"Drymophila","squamata","Scaled-Antbird","LC"
"Terenura","spodioptila","Ash-winged-Antwren","LC"
"Cercomacra","ferdinandi","Bananal-Antbird","VU"
"Cercomacra","laeta","Laeta-Antbird","LC"
"Cercomacra","tyrannina","Dusky-Antbird","LC"
"Myrmoborus","lugubris","Ash-breasted-Antbird","VU"
"Hypocnemis","hypoxantha","Yellow-browed-Antbird","LC"
"Hypocnemoides","melanopogon","Black-chinned-Antbird","LC"
"Schistocichla","caurensis","Caura-Antbird","LC"
"Percnostola","rufifrons","Black-headed-Antbird","LC"
"Schistocichla","schistacea","Slate-coloured-Antbird","LC"
"Myrmeciza","ferruginea","Ferruginous-backed-Antbird","LC"
"Myrmeciza","longipes","White-bellied-Antbird","LC"
"Myrmeciza","loricata","White-bibbed-Antbird","LC"
"Myrmeciza","melanoceps","White-shouldered-Antbird","LC"
"Myrmeciza","pelzelni","Grey-bellied-Antbird","LC"
"Myrmeciza","squamosa","Squamate-Antbird","LC"
"Pithys","albifrons","White-plumed-Antbird","LC"
"Gymnopithys","leucaspis","Bicoloured-Antbird","LC"
"Gymnopithys","rufigula","Rufous-throated-Antbird","LC"
"Rhegmatorhina","berlepschi","Harlequin-Antbird","LC"
"Rhegmatorhina","cristata","Chestnut-crested-Antbird","LC"
"Phlegopsis","borbae","Pale-faced-Antbird","LC"
"Chamaeza","meruloides","Suchs-Antthrush","LC"
"Myrmornis","torquata","Wing-banded-Antbird","NT"
"Myrmothera","simplex","Brown-breasted-Antpitta","LC"
"Conopophaga","aurita","Chestnut-belted-Gnateater","LC"
"Conopophaga","melanops","Black-cheeked-Gnateater","LC"
"Phyllomyias","griseiceps","Sooty-headed-Tyrannulet","LC"
"Myiopagis","flavivertex","Yellow-crowned-Elaenia","LC"
"Elaenia","ruficeps","Rufous-crowned-Elaenia","LC"
"Stigmatura","napensis","Lesser-Wagtail-tyrant","LC"
"Phylloscartes","chapmani","Chapmans-Tyrannulet","LC"
"Phylloscartes","virescens","Olive-green-Tyrannulet","LC"
"Lophotriccus","galeatus","Helmeted-Pygmy-tyrant","LC"
"Lophotriccus","vitiosus","Double-banded-Pygmy-tyrant","LC"
"Atalotriccus","pilaris","Pale-eyed-Pygmy-tyrant","LC"
"Taeniotriccus","andrei","Black-chested-Tyrant","LC"
"Poecilotriccus","capitalis","Black-and-white-Tody-flycatcher","LC"
"Poecilotriccus","fumifrons","Smoky-fronted-Tody-flycatcher","LC"
"Todirostrum","pictum","Painted-Tody-flycatcher","LC"
"Todirostrum","poliocephalum","Yellow-lored-Tody-flycatcher","LC"
"Poecilotriccus","russatus","Ruddy-Tody-flycatcher","LC"
"Poecilotriccus","sylvia","Slate-headed-Tody-flycatcher","LC"
"Platyrinchus","saturatus","Cinnamon-crested-Spadebill","LC"
"Myiobius","atricaudus","Black-tailed-Flycatcher","LC"
"Contopus","albogularis","White-throated-Pewee","LC"
"Knipolegus","lophotes","Crested-Black-tyrant","LC"
"Knipolegus","nigerrimus","Velvety-Black-tyrant","LC"
"Knipolegus","orenocensis","Riverside-Tyrant","LC"
"Knipolegus","poecilocercus","Amazonian-Black-tyrant","LC"
"Fluvicola","nengeta","Masked-Water-tyrant","LC"
"Fluvicola","pica","Pied-Water-tyrant","LC"
"Attila","citriniventris","Citron-bellied-Attila","LC"
"Attila","rufus","Grey-hooded-Attila","LC"
"Casiornis","fuscus","Ash-throated-Casiornis","LC"
"Rhytipterna","immunda","Pale-bellied-Mourner","LC"
"Tyrannus","dominicensis","Grey-Kingbird","LC"
"Pachyramphus","rufus","Cinereous-Becard","LC"
"Pachyramphus","surinamus","Glossy-backed-Becard","LC"
"Neopipo","cinnamomea","Cinnamon-Manakin-tyrant","LC"
"Xenopipo","uniformis","Olive-Manakin","LC"
"Tyranneutes","virescens","Tiny-Tyrant-manakin","LC"
"Neopelma","chrysocephalum","Saffron-crested-Tyrant-manakin","LC"
"Heterocercus","flavivertex","Yellow-crested-Manakin","LC"
"Machaeropterus","regulus","Striped-Manakin","LC"
"Corapipo","gutturalis","White-throated-Manakin","LC"
"Ilicura","militaris","Pin-tailed-Manakin","LC"
"Pipra","aureola","Crimson-hooded-Manakin","LC"
"Pipra","cornuta","Scarlet-horned-Manakin","LC"
"Pipra","erythrocephala","Golden-headed-Manakin","LC"
"Pipra","filicauda","Wire-tailed-Manakin","LC"
"Pipra","pipra","White-crowned-Manakin","LC"
"Lepidothrix","serena","White-fronted-Manakin","LC"
"Lepidothrix","suavissima","Orange-bellied-Manakin","LC"
"Phoenicircus","carnifex","Guianan-Red-cotinga","LC"
"Phoenicircus","nigricollis","Black-necked-Red-cotinga","LC"
"Iodopleura","fusca","Dusky-Purpletuft","LC"
"Lipaugus","streptophorus","Rose-collared-Piha","LC"
"Cotinga","cotinga","Purple-breasted-Cotinga","LC"
"Xipholena","lamellipennis","White-tailed-Cotinga","NT"
"Haematoderus","militaris","Crimson-Fruitcrow","LC"
"Perissocephalus","tricolor","Capuchinbird","LC"
"Procnias","albus","White-Bellbird","LC"
"Procnias","averano","Bearded-Bellbird","LC"
"Rupicola","rupicola","Guianan-Cock-of-the-rock","LC"
"Campylorhynchus","griseus","Bicoloured-Wren","LC"
"Thryothorus","coraya","Coraya-Wren","LC"
"Thryothorus","griseus","Grey-Wren","LC"
"Thryothorus","longirostris","Long-billed-Wren","LC"
"Troglodytes","rufulus","Tepui-Wren","LC"
"Henicorhina","leucosticta","White-breasted-Wood-wren","LC"
"Microcerculus","bambla","Wing-banded-Wren","LC"
"Microcerculus","ustulatus","Fluting-Wren","LC"
"Mimus","gilvus","Tropical-Mockingbird","LC"
"Catharus","minimus","Grey-cheeked-Thrush","LC"
"Turdus","nudigenis","Spectacled-Thrush","LC"
"Turdus","olivater","Black-hooded-Thrush","LC"
"Microbates","collaris","Collared-Gnatwren","LC"
"Polioptila","guianensis","Guianan-Gnatcatcher","LC"
"Polioptila","plumbea","Tropical-Gnatcatcher","LC"
"Poospiza","thoracica","Bay-chested-Warbling-finch","LC"
"Sicalis","columbiana","Orange-fronted-Yellow-finch","LC"
"Sporophila","albogularis","White-throated-Seedeater","LC"
"Sporophila","ardesiaca","Duboiss-Seedeater","LC"
"Sporophila","intermedia","Grey-Seedeater","LC"
"Sporophila","minuta","Ruddy-breasted-Seedeater","LC"
"Dolospingus","fringilloides","White-naped-Seedeater","LC"
"Arremon","semitorquatus","Half-collared-Sparrow","LC"
"Arremonops","conirostris","Black-striped-Sparrow","LC"
"Atlapetes","personatus","Tepui-Brush-finch","LC"
"Coryphospingus","pileatus","Pileated-Finch","LC"
"Paroaria","baeri","Crimson-fronted-Cardinal","LC"
"Paroaria","dominicana","Red-cowled-Cardinal","LC"
"Spiza","americana","Dickcissel","LC"
"Caryothraustes","canadensis","Yellow-green-Grosbeak","LC"
"Periporphyrus","erythromelas","Red-and-black-Grosbeak","NT"
"Compsothraupis","loricata","Scarlet-throated-Tanager","LC"
"Hemithraupis","ruficapilla","Rufous-headed-Tanager","LC"
"Mitrospingus","oleagineus","Olive-backed-Tanager","LC"
"Orthogonys","chloricterus","Olive-green-Tanager","LC"
"Lanio","fulvus","Fulvous-Shrike-tanager","LC"
"Tachyphonus","surinamus","Fulvous-crested-Tanager","LC"
"Thraupis","ornata","Golden-chevroned-Tanager","LC"
"Cyanicterus","cyanicterus","Blue-backed-Tanager","LC"
"Euphonia","cayennensis","Golden-sided-Euphonia","LC"
"Euphonia","finschi","Finschs-Euphonia","LC"
"Euphonia","plumbea","Plumbeous-Euphonia","LC"
"Tangara","cyanoptera","Black-headed-Tanager","LC"
"Tangara","cyanoventris","Gilt-edged-Tanager","LC"
"Tangara","desmaresti","Brassy-breasted-Tanager","LC"
"Tangara","guttata","Speckled-Tanager","LC"
"Diglossa","duidae","Scaled-Flowerpiercer","LC"
"Diglossa","major","Greater-Flowerpiercer","LC"
"Setophaga","ruticilla","American-Redstart","LC"
"Parkesia","noveboracensis","Northern-Waterthrush","LC"
"Myioborus","castaneocapilla","Tepui-Redstart","LC"
"Basileuterus","leucophrys","White-striped-Warbler","LC"
"Conirostrum","bicolor","Bicoloured-Conebill","NT"
"Vireo","altiloquus","Black-whiskered-Vireo","LC"
"Hylophilus","brunneiceps","Brown-headed-Greenlet","LC"
"Hylophilus","sclateri","Tepui-Greenlet","LC"
"Icterus","nigrogularis","Yellow-Oriole","LC"
"Ocyalus","latirostris","Band-tailed-Oropendola","LC"
"Gymnomystax","mexicanus","Oriole-Blackbird","LC"
"Chrysomus","icterocephalus","Yellow-hooded-Blackbird","LC"
"Macroagelaius","imthurni","Golden-tufted-Grackle","LC"
"Quiscalus","lugubris","Carib-Grackle","LC"
"Cyanocorax","cayanus","Cayenne-Jay","LC"
"Cyanocorax","cyanopogon","White-naped-Jay","LC"
"Cyanocorax","heilprini","Azure-naped-Jay","LC"
"Amazona","autumnalis","Red-lored-Amazon","LC"
"Caprimulgus","whitelyi","Roraiman-Nightjar","LC"
"Chaetura","pelagica","Chimney-Swift","NT"
"Coccycua","pumila","Dwarf-Cuckoo","LC"
"Grallaria","eludens","Elusive-Antpitta","LC"
"Myrmeciza","disjuncta","Yapacana-Antbird","LC"
"Phylloscartes","nigrifrons","Black-fronted-Tyrannulet","LC"
"Picumnus","castelnau","Plain-breasted-Piculet","LC"
"Puffinus","gravis","Great-Shearwater","LC"
"Sterna","dougallii","Roseate-Tern","LC"
"Herpsilochmus","pileatus","Bahia-Antwren","VU"
"Nemosia","rourei","Cherry-throated-Tanager","CR"
"Phoenicopterus","ruber","American-Flamingo","LC"
"Micrastur","buckleyi","Buckleys-Forest-falcon","LC"
"Pyrilia","aurantiocephala","Bald-Parrot","NT"
"Phaethornis","augusti","Sooty-capped-Hermit","LC"
"Polytmus","milleri","Tepui-Goldenthroat","LC"
"Campylopterus","duidae","Buff-breasted-Sabrewing","LC"
"Cercomacra","nigricans","Jet-Antbird","LC"
"Sublegatus","arenarum","Northern-Scrub-flycatcher","LC"
"Willisornis","vidua","Xingu-Scale-backed-Antbird","LC"
"Icterus","jamacaii","Campo-Troupial","LC"
"Megascops","atricapilla","Black-capped-Screech-owl","LC"
"Myiobius","barbatus","Bearded-Flycatcher","LC"
"Myrmotherula","ignota","Moustached-Antwren","LC"
"Capito","niger","Black-spotted-Barbet","LC"
"Lepidocolaptes","squamatus","Scaled-Woodcreeper","LC"
"Hemitriccus","zosterops","White-eyed-Tody-tyrant","LC"
"Inezia","caudata","Pale-tipped-Tyrannulet","LC"
"Thamnophilus","pelzelni","Planalto-Slaty-antshrike","LC"
"Thamnophilus","ambiguus","Sooretama-Slaty-antshrike","LC"
"Thamnophilus","divisorius","Acre-Antshrike","LC"
"Pseudoseisura","cristata","Caatinga-Cacholote","LC"
"Notharchus","macrorhynchos","Guianan-Puffbird","LC"
"Phaethornis","squalidus","Dusky-throated-Hermit","LC"
"Phaethornis","rupurumii","Streak-throated-Hermit","LC"
"Glaucidium","mooreorum","Pernambuco-Pygmy-owl","CR"
"Chaetura","chapmani","Chapmans-Swift","LC"
"Celeus","obrieni","Kaempfers-Woodpecker","EN"
"Sporophila","americana","Wing-barred-Seedeater","LC"
"Pyrrhura","leucotis","Maroon-faced-Parakeet","NT"
"Pyrrhura","griseipectus","Grey-breasted-Parakeet","CR"
"Pyrrhura","pfrimeri","Pfrimers-Parakeet","EN"
"Picumnus","subtilis","Fine-barred-Piculet","LC"
"Elaenia","dayi","Great-Elaenia","LC"
"Myrmoborus","melanurus","Black-tailed-Antbird","VU"
"Heterocercus","aurantiivertex","Orange-crested-Manakin","LC"
"Hypocnemis","flavescens","Imeri-Warbling-antbird","LC"
"Sporophila","murallae","Caqueta-Seedeater","LC"
"Sturnella","magna","Eastern-Meadowlark","LC"
"Zimmerius","acer","Guianan-Tyrannulet","LC"
"Hypocnemis","cantator","Guianan-Warbling-antbird","NT"
"Hypocnemis","striata","Spixs-Warbling-antbird","LC"
"Crypturellus","erythropus","Red-legged-Tinamou","LC"
"Hirundinea","ferruginea","Cliff-Flycatcher","LC"
"Pelecanus","occidentalis","Brown-Pelican","LC"
"Schistocichla","rufifacies","Rufous-faced-Antbird","LC"
"Schistocichla","leucostigma","Spot-winged-Antbird","LC"
"Sula","dactylatra","Masked-Booby","LC"
"Poospiza","lateralis","Buff-throated-Warbling-finch","LC"
"Scytalopus","diamantinensis","Diamantina-Tapaculo","NT"
"Phaethornis","aethopyga","Tapajos-Hermit","NT"
"Phaethornis","longuemareus","Little-Hermit","LC"
"Trogon","violaceus","Guianan-Trogon","LC"
"Formicivora","grantsaui","Sincora-Antwren","NT"
"Enicognathus","leptorhynchus","Slender-billed-Parakeet","LC"
"Sephanoides","fernandensis","Juan-Fernandez-Firecrown","CR"
"Eulidia","yarrellii","Chilean-Woodstar","EN"
"Numenius","tahitiensis","Bristle-thighed-Curlew","VU"
"Sterna","lorata","Peruvian-Tern","EN"
"Spheniscus","humboldti","Humboldt-Penguin","VU"
"Pterodroma","defilippiana","De-Filippis-Petrel","VU"
"Pterodroma","longirostris","Stejnegers-Petrel","VU"
"Pterodroma","heraldica","Herald-Petrel","LC"
"Pterodroma","externa","Juan-Fernandez-Petrel","VU"
"Puffinus","creatopus","Pink-footed-Shearwater","VU"
"Pelecanoides","garnotii","Peruvian-Diving-petrel","EN"
"Oceanites","gracilis","White-vented-Storm-petrel","DD"
"Nesofregetta","fuliginosa","White-throated-Storm-petrel","EN"
"Oceanodroma","markhami","Markhams-Storm-petrel","DD"
"Oceanodroma","hornbyi","Ringed-Storm-petrel","DD"
"Anairetes","fernandezianus","Juan-Fernandez-Tit-tyrant","NT"
"Aphrastura","masafuerae","Masafuera-Rayadito","CR"
"Conirostrum","tamarugense","Tamarugo-Conebill","VU"
"Xenospingus","concolor","Slender-billed-Finch","NT"
"Nothoprocta","perdicaria","Chilean-Tinamou","LC"
"Pterodroma","lessonii","White-headed-Petrel","LC"
"Pterodroma","neglecta","Kermadec-Petrel","LC"
"Puffinus","nativitatis","Christmas-Island-Shearwater","LC"
"Phaethon","rubricauda","Red-tailed-Tropicbird","LC"
"Pelecanus","thagus","Peruvian-Pelican","NT"
"Sula","nebouxii","Blue-footed-Booby","LC"
"Sula","variegata","Peruvian-Booby","LC"
"Burhinus","superciliaris","Peruvian-Thick-knee","LC"
"Charadrius","alexandrinus","Kentish-Plover","LC"
"Charadrius","vociferus","Killdeer","LC"
"Limosa","fedoa","Marbled-Godwit","LC"
"Heteroscelus","incanus","Wandering-Tattler","LC"
"Phalaropus","lobatus","Red-necked-Phalarope","LC"
"Calidris","mauri","Western-Sandpiper","LC"
"Larus","belcheri","Band-tailed-Gull","LC"
"Larus","modestus","Grey-Gull","LC"
"Creagrus","furcatus","Swallow-tailed-Gull","LC"
"Xema","sabini","Sabines-Gull","LC"
"Procelsterna","cerulea","Blue-Noddy","LC"
"Larosterna","inca","Inca-Tern","NT"
"Columbina","cruziana","Croaking-Ground-dove","LC"
"Rhodopis","vesper","Oasis-Hummingbird","LC"
"Thaumastura","cora","Peruvian-Sheartail","LC"
"Geositta","maritima","Greyish-Miner","LC"
"Upucerthia","albigula","White-throated-Earthcreeper","LC"
"Ochetorhynchus","melanura","Crag-Chilia","LC"
"Cinclodes","nigrofumosus","Seaside-Cinclodes","LC"
"Leptasthenura","striata","Streaked-Tit-spinetail","LC"
"Pteroptochos","megapodius","Moustached-Turca","LC"
"Scelorchilus","albicollis","White-throated-Tapaculo","LC"
"Anairetes","reguloides","Pied-crested-Tit-tyrant","LC"
"Muscigralla","brevicauda","Short-tailed-Field-tyrant","LC"
"Sturnella","bellicosa","Peruvian-Meadowlark","LC"
"Diomedea","antipodensis","Antipodean-Albatross","VU"
"Thalassarche","bulleri","Bullers-Albatross","NT"
"Thalassarche","eremita","Chatham-Albatross","VU"
"Thalassarche","salvini","Salvins-Albatross","VU"
"Procellaria","westlandica","Westland-Petrel","VU"
"Puffinus","bulleri","Bullers-Shearwater","VU"
"Pterodroma","cookii","Cooks-Petrel","VU"
"Sterna","elegans","Elegant-Tern","NT"
"Pachyptila","salvini","Medium-billed-Prion","LC"
"Pelagodroma","marina","White-faced-Storm-petrel","LC"
"Asthenes","pudibunda","Canyon-Canastero","LC"
"Progne","murphyi","Peruvian-Martin","VU"
"Sporophila","telasco","Chestnut-throated-Seedeater","LC"
"Oceanodroma","tethys","Wedge-rumped-Storm-petrel","LC"
"Zenaida","meloda","West-Peruvian-Dove","LC"
"Phoebastria","irrorata","Waved-Albatross","CR"
"Glaucidium","peruanum","Peruvian-Pygmy-owl","LC"
"Crypturellus","kerriae","Choco-Tinamou","VU"
"Ortalis","erythroptera","Rufous-headed-Chachalaca","VU"
"Penelope","argyrotis","Band-tailed-Guan","LC"
"Penelope","ortoni","Baudo-Guan","EN"
"Penelope","perspicax","Cauca-Guan","EN"
"Aburria","aburri","Wattled-Guan","NT"
"Mitu","salvini","Salvins-Curassow","LC"
"Pauxi","pauxi","Helmeted-Curassow","EN"
"Crax","rubra","Great-Curassow","VU"
"Crax","alberti","Blue-billed-Curassow","CR"
"Crax","daubentoni","Yellow-knobbed-Curassow","NT"
"Odontophorus","atrifrons","Black-fronted-Wood-quail","VU"
"Odontophorus","hyperythrus","Chestnut-Wood-quail","NT"
"Odontophorus","melanonotus","Dark-backed-Wood-quail","VU"
"Odontophorus","dialeucos","Tacarcuna-Wood-quail","VU"
"Odontophorus","strophium","Gorgeted-Wood-quail","EN"
"Chauna","chavaria","Northern-Screamer","NT"
"Veniliornis","chocoensis","Choco-Woodpecker","NT"
"Capito","squamatus","Orange-fronted-Barbet","NT"
"Capito","hypoleucus","White-mantled-Barbet","VU"
"Capito","quinticolor","Five-coloured-Barbet","VU"
"Semnornis","ramphastinus","Toucan-Barbet","NT"
"Andigena","laminirostris","Plate-billed-Mountain-toucan","NT"
"Andigena","hypoglauca","Grey-breasted-Mountain-toucan","NT"
"Andigena","nigrirostris","Black-billed-Mountain-toucan","LC"
"Galbula","pastazae","Coppery-chested-Jacamar","VU"
"Bucco","noanamae","Sooty-capped-Puffbird","NT"
"Neomorphus","radiolosus","Banded-Ground-cuckoo","EN"
"Ara","ambiguus","Great-Green-Macaw","EN"
"Leptosittaca","branickii","Golden-plumed-Parakeet","VU"
"Ognorhynchus","icterotis","Yellow-eared-Parrot","EN"
"Pyrrhura","viridicata","Santa-Marta-Parakeet","EN"
"Pyrrhura","calliptera","Flame-winged-Parakeet","VU"
"Bolborhynchus","ferrugineifrons","Rufous-fronted-Parakeet","VU"
"Touit","stictopterus","Spot-winged-Parrotlet","VU"
"Pyrilia","pyrilia","Saffron-headed-Parrot","NT"
"Hapalopsittaca","amazonina","Rusty-faced-Parrot","VU"
"Hapalopsittaca","fuertesi","Indigo-winged-Parrot","CR"
"Cypseloides","lemosi","White-chested-Swift","LC"
"Cypseloides","cherriei","Spot-fronted-Swift","DD"
"Campylopterus","phainopeplus","Santa-Marta-Sabrewing","EN"
"Lophornis","stictolophus","Spangled-Coquette","LC"
"Lepidopyga","lilliae","Sapphire-bellied-Hummingbird","CR"
"Goethalsia","bella","Rufous-cheeked-Hummingbird","NT"
"Amazilia","castaneiventris","Chestnut-bellied-Hummingbird","EN"
"Anthocephala","floriceps","Blossomcrown","VU"
"Phlogophilus","hemileucurus","Ecuadorian-Piedtail","VU"
"Heliodoxa","gularis","Pink-throated-Brilliant","VU"
"Coeligena","prunellei","Black-Inca","VU"
"Heliangelus","zusii","Bogota-Sunangel","DD"
"Eriocnemis","cupreoventris","Coppery-bellied-Puffleg","NT"
"Eriocnemis","mirabilis","Colourful-Puffleg","CR"
"Eriocnemis","derbyi","Black-thighed-Puffleg","NT"
"Haplophaedia","lugens","Hoary-Puffleg","NT"
"Metallura","iracunda","Perija-Metaltail","EN"
"Chaetocercus","bombus","Little-Woodstar","VU"
"Megascops","colombianus","Colombian-Screech-owl","NT"
"Leptotila","conoveri","Tolima-Dove","EN"
"Geotrygon","goldmani","Russet-crowned-Quail-dove","NT"
"Rallus","semiplumbeus","Bogota-Rail","EN"
"Aramides","wolfi","Brown-Wood-rail","VU"
"Neocrex","colombiana","Colombian-Crake","DD"
"Accipiter","collaris","Semicollared-Hawk","NT"
"Leucopternis","plumbeus","Plumbeous-Hawk","NT"
"Leucopternis","semiplumbeus","Semiplumbeous-Hawk","LC"
"Micrastur","plumbeus","Plumbeous-Forest-falcon","VU"
"Phylloscartes","lanyoni","Antioquia-Bristle-tyrant","EN"
"Aphanotriccus","audax","Black-billed-Flycatcher","NT"
"Myiotheretes","pernix","Santa-Marta-Bush-tyrant","EN"
"Attila","torridus","Ochraceous-Attila","VU"
